Month,Age,Occupation,Annual_Income,Monthly_Inhand_Salary,Num_Bank_Accounts,Num_Credit_Card,Interest_Rate,Num_of_Loan,Type_of_Loan,Delay_from_due_date,Num_of_Delayed_Payment,Changed_Credit_Limit,Num_Credit_Inquiries,Credit_Mix,Outstanding_Debt,Credit_Utilization_Ratio,Credit_History_Age,Payment_of_Min_Amount,Total_EMI_per_month,Amount_invested_monthly,Payment_Behaviour,Monthly_Balance
March,34,_______,14835.22,1008.2683333333332,10,10,27,2,"Not Specified, and Personal Loan",48,18.0,0.4000000000000004,237.0,_,2440.6,34.17001031189284,,Yes,20.53959002381176,84.45460721232855,Low_spent_Small_value_payments,285.832636097193
May,36,Journalist,16633.78,1613.148333333333,5,3,10,3,"Auto Loan, Debt Consolidation Loan, and Debt Consolidation Loan",9,6.0,11.2,1.0,Good,110.89,38.173720319795024,257.0,No,40.15058774350474,93.48251831375256,Low_spent_Small_value_payments,317.68172727607606
June,22,Lawyer,44164.8,3425.4,8,7,14,4,"Credit-Builder Loan, Credit-Builder Loan, Credit-Builder Loan, and Student Loan",15,7.0,6.08,7.0,Standard,1598.33,40.85769562301007,92.0,Yes,122.82908813099968,99.55891352649152,High_spent_Medium_value_payments,370.1519983425089
February,35,Lawyer,17074.51,1426.875833333333,7,9,19,5,"Auto Loan, Personal Loan, Home Equity Loan, Not Specified, and Not Specified",54,25.0,7.67,,_,1598.4,31.24796296696317,216.0,Yes,60.96389058554212,183.4439434042349,Low_spent_Small_value_payments,188.27974934355632
January,20,Musician,99161.82,8055.4850000000015,3,6,8,0,,7,12.0,1.83,3.0,Good,1159.42,31.45810772657964,315.0,No,0.0,109.0290738689858,High_spent_Large_value_payments,936.5194261310144
June,35,Journalist,19466.45,1899.2041666666669,8,10,19,8,"Personal Loan, Not Specified, Payday Loan, Credit-Builder Loan, Auto Loan, Debt Consolidation Loan, Payday Loan, and Auto Loan",45,,29.07,13.0,Bad,3368.01,31.555901373615264,154.0,Yes,66.73656561987181,10000.0,!@9#%8,331.0304046908265
January,15,Lawyer,19886.07,1864.1725,8,6,5,2,"Debt Consolidation Loan, and Student Loan",21,11.0,13.65,5.0,Standard,1108.32,23.29138961741152,,Yes,29.6053184075048,117.96188640413412,High_spent_Small_value_payments,298.85004518836115
January,21,_______,8294.385,946.19875,7,7,26,7,"Home Equity Loan, Student Loan, Mortgage Loan, Debt Consolidation Loan, Payday Loan, Mortgage Loan, and Not Specified",6,11.0,3.59,4.0,_,1756.74,34.23424189132614,,Yes,48.03206275820146,104.06325063578954,Low_spent_Small_value_payments,232.524561606009
June,35,Doctor,20700.455,1870.037916666667,3,4,5,3,"Student Loan, Student Loan, and Home Equity Loan",7,0.0,6.51,5.0,Good,1199.47,28.00667233293934,223.0,No,38.72608300260938,76.90016680525775,Low_spent_Large_value_payments,341.37754185879953
May,35,Lawyer,19623.18,1806.265,9,8,26,2,"Debt Consolidation Loan, and Auto Loan",18,14.0,11.26,11.0,_,1369.54,26.834572734956694,95.0,NM,19.758727796221923,240.6802671729902,Low_spent_Small_value_payments,210.1875050307879
February,22,Writer,74961.72,,5,6,16,4,"Credit-Builder Loan, Auto Loan, Student Loan, and Debt Consolidation Loan",5,8.0,17.9,9.0,Standard,2158.3,26.462944063578963,113.0,Yes,203.62686026618215,80.34067621312735,High_spent_Medium_value_payments,608.2134635206904
July,34,Journalist,17791.55,1587.6291666666666,10,6,34,8,"Not Specified, Personal Loan, Not Specified, Student Loan, Mortgage Loan, Not Specified, Student Loan, and Student Loan",35,15.0,,11.0,Bad,1682.62,24.737804559540983,136.0,Yes,116.52718356334012,109.532719338992,Low_spent_Medium_value_payments,212.70301376433457
August,33,Engineer,39791.2,3491.933333333333,6,9,29,-100,"Personal Loan, and Not Specified",31,23.0,15.55,7.0,Bad,1287.18,23.23358066461761,,NM,58.038855748253496,231.20867683188564,Low_spent_Small_value_payments,349.94580075319413
March,26,Musician,75044.98,5967.748333333332,0,1,2,2,"Personal Loan, and Home Equity Loan",9,,7.49,2.0,Good,933.23,28.147126762616534,343.0,No,68.31153802306889,193.37725659545583,High_spent_Medium_value_payments,585.0860387148085
January,53,Architect,112853.22,9552.435,2,4,4,2,"Student Loan, and Debt Consolidation Loan",3,3.0,15.06,0.0,Good,732.33,28.61239263386968,202.0,No,127.07228759866072,114.791122742219,High_spent_Large_value_payments,953.38008965912
February,35,Writer,63978.72,,7,7,17,4,"Payday Loan, Mortgage Loan, Personal Loan, and Not Specified",17,7.0,11.49,7.0,Standard,947.31,29.0847002485816,374.0,Yes,182.4412170246094,80.0756177927972,High_spent_Large_value_payments,484.0391651825936
March,44,Doctor,60148.65,4970.3875,7,7,19,6,"Personal Loan, Student Loan, Not Specified, Payday Loan, Home Equity Loan, and Payday Loan",7,15.0,18.52,8.0,Standard,903.86,32.774254386441086,233.0,Yes,216.36727337578472,350.0167217979203,Low_spent_Large_value_payments,200.654754826295
February,49,Manager,57462.92,4531.576666666667,3,1,9,1,Home Equity Loan,2,12.0,4.08,0.0,Good,978.56,31.390349263075947,220.0,No,40.8377210417941,304.6828439721344,Low_spent_Large_value_payments,377.63710165273824
January,39,_______,40793.33,3174.4441666666667,5,1,8,2,"Mortgage Loan, and Not Specified",2,4.0,10.59,0.0,Good,1039.62,36.25554768490723,303.0,No,57.34345000372949,337.6019278279747,Low_spent_Small_value_payments,212.4990388349625
July,33,Lawyer,100831.95,,0,1,3,3,"Personal Loan, Auto Loan, and Student Loan",1,1.0,13.0,6.0,Good,220.4,24.273963865991387,232.0,No,250.5993115471892,697.7453638400633,Low_spent_Small_value_payments,201.6215746127476
May,39,Architect,57786.48,,3,6,20,-100,"Student Loan, and Student Loan",20,,,8.0,_,197.09,36.32293621955986,186.0,Yes,81.78005165301785,85.37999531810303,High_spent_Small_value_payments,549.7939530288791
April,43,Teacher,29503.65,2309.6375000000007,5,5,14,3,"Not Specified, Home Equity Loan, and Credit-Builder Loan",5,,2.09,2.0,Standard,329.02,32.60884669362088,254.0,No,50.982209993722016,,Low_spent_Small_value_payments,254.92523798462156
August,33,Mechanic,29704.64,2365.3866666666668,4,7,13,5,"Home Equity Loan, Home Equity Loan, Debt Consolidation Loan, Payday Loan, and Payday Loan",16,17.0,7.1,7.0,Standard,1713.04,25.264245733702,177.0,Yes,68.74078854308499,33.62931649339541,High_spent_Medium_value_payments,384.16856163018633
January,26,Accountant,36190.17,,5,3,10,0,,11,7.0,-2.04,2.0,Good,1406.85,35.182817117971084,185.0,NM,0.0,92.2971408916325,High_spent_Medium_value_payments,483.6876091083674
June,47,Engineer,19339.08,1729.59,0,3,11,2,"Student Loan, and Not Specified",15,5.0,4.6400000000000015,0.0,Good,150.14,35.6760986547756,,No,28.49894890332992,136.05657067786672,Low_spent_Small_value_payments,298.4034804188034
February,37,Engineer,18721.3,1684.1083333333331,4,5,28,3,"Personal Loan, Personal Loan, and Mortgage Loan",18,11.0,11.26,5.0,Standard,2646.59,28.77341623699044,94.0,Yes,46.593545904518784,56.65991959705975,Low_spent_Medium_value_payments,345.1573678317548
July,26,Writer,8361.59,640.7991666666667,10,7,33,7,"Personal Loan, Mortgage Loan, Not Specified, Debt Consolidation Loan, Payday Loan, Mortgage Loan, and Credit-Builder Loan",24,19.0,9.35,6.0,Bad,1883.47,38.65512821861968,,NM,27.87815482158329,66.09427166356976,Low_spent_Small_value_payments,260.10749018151364
July,42,_______,42755.64,3141.5021395998256,7,8,15,6,"Credit-Builder Loan, Auto Loan, Credit-Builder Loan, Debt Consolidation Loan, Student Loan, and Debt Consolidation Loan",58,21.0,5.01,17.0,Bad,1486.46,35.97232480838919,86.0,Yes,488.4043871641893,468.7240007777719,Low_spent_Small_value_payments,10.536472458213211
April,43,Musician,15469.21,1156.1008333333332,10,9,31,4,"Credit-Builder Loan, Payday Loan, Not Specified, and Personal Loan",49,,10.38,12.0,Bad,1820.35,22.72589394057449,115.0,Yes,38.67679590188479,130.90975460354858,Low_spent_Small_value_payments,236.0235328279
February,33,Engineer,72690.44,5995.536666666668,8,5,34,9,"Not Specified, Credit-Builder Loan, Mortgage Loan, Personal Loan, Not Specified, Student Loan, Auto Loan, Mortgage Loan, and Credit-Builder Loan",21,,2.49,7.0,Bad,2686.24,31.32169460893392,240.0,Yes,377.80572012557366,176.9021321803029,Low_spent_Medium_value_payments,324.8458143607902
August,28,Musician,21454.79,1720.8991666666668,0,6,12,4,"Auto Loan, Student Loan, Home Equity Loan, and Home Equity Loan",4,,1.56,3.0,Good,1152.36,26.75154312217193,372.0,No,46.47327353624938,10000.0,Low_spent_Large_value_payments,301.2893128941205
January,23,Musician,37999.06,2933.588333333333,10,9,26,6,"Auto Loan, Home Equity Loan, Debt Consolidation Loan, Debt Consolidation Loan, Home Equity Loan, and Debt Consolidation Loan",31,24.0,29.14,11.0,Bad,3783.59,25.688367150505677,15.0,Yes,153.9901698086159,54.28718148126021,High_spent_Medium_value_payments,335.0814820434573
January,39,Journalist,21139.23,1646.6025,5,5,7,4,"Personal Loan, Not Specified, Student Loan, and Payday Loan",23,10.0,2.75,4.0,Standard,298.5,39.9887037943685,375.0,No,66.90259343363314,132.4704877253426,Low_spent_Large_value_payments,235.28716884102428
July,28,Scientist,125141.22,10181.435,1502,3,4,4,"Credit-Builder Loan, Debt Consolidation Loan, Credit-Builder Loan, and Not Specified",10,0.0,5.95,6.0,Good,377.84,37.600651106069975,351.0,NM,281.8616825859369,10000.0,Low_spent_Large_value_payments,612.0152610130999
June,19,Engineer,172085.28,,4,4,1,3,"Debt Consolidation Loan, Not Specified, and Home Equity Loan",13,3.0,11.6,2.0,Good,956.27,32.0894964749996,350.0,No,253.19369171203385,135.93960862208763,High_spent_Large_value_payments,1279.6106996658789
June,43,Writer,30257.02,2605.418333333333,10,6,33,5,"Payday Loan, Auto Loan, Credit-Builder Loan, Home Equity Loan, and Home Equity Loan",51,22.0,14.83,9.0,Bad,2437.84,34.31257428201527,222.0,Yes,78.0890053077879,,Low_spent_Large_value_payments,325.0178514887351
August,54,_______,150131.68,11102.135321735655,5,1,4,0,,8,0.0,7.49,0.0,Good,1138.36,45.2558066955709,383.0,No,1494.8380115976777,180.7591380504137,High_spent_Medium_value_payments,1328.93819528292
March,29,Teacher,100505.49,8538.4575,7,6,17,3,"Student Loan, Personal Loan, and Mortgage Loan",22,14.0,6.85,2.0,Standard,1309.0,39.96964154913075,,No,165.51000075402305,278.029126337974,High_spent_Medium_value_payments,660.306622908003
July,37,Entrepreneur,16685.02,1536.418333333333,9,6,22,5,"Credit-Builder Loan, Student Loan, Not Specified, Mortgage Loan, and Debt Consolidation Loan",60,17.0,7.17,10.0,_,2298.18,30.523422174806804,121.0,Yes,35.188053001297945,82.36647071698879,Low_spent_Large_value_payments,306.0873096150466
February,17,Accountant,8246.785,582.2320833333333,10,9,22,4,"Student Loan, Student Loan, Personal Loan, and Not Specified",39,14.0,13.82,10.0,_,1528.01,23.38353101794396,,Yes,24.475114650500423,,Low_spent_Medium_value_payments,287.71155810809137
April,15,Manager,40375.78,3121.648333333333,6,9,24,-100,"Personal Loan, Student Loan, Credit-Builder Loan, Student Loan, Home Equity Loan, Auto Loan, Payday Loan, Mortgage Loan, and Not Specified",34,24.0,0.61,10.0,Bad,3619.68,24.66857352928903,149.0,Yes,181.3210588959532,302.5180336948418,Low_spent_Small_value_payments,118.3257407425384
May,14,Manager,28312.79,2566.3991666666666,3,3,5,3,"Auto Loan, Not Specified, and Mortgage Loan",29,7.0,16.57,5.0,_,365.77,32.40606824719076,115.0,Yes,50.677357383603926,271.93125862416053,Low_spent_Small_value_payments,224.03130065890224
January,23,Accountant,46783.08,4058.59,3,7,20,7,"Personal Loan, Personal Loan, Auto Loan, Student Loan, Debt Consolidation Loan, Mortgage Loan, and Student Loan",23,11.0,8.04,6.0,Standard,1558.33,28.993807981978588,159.0,Yes,236.3197006260011,244.38603790454343,High_spent_Small_value_payments,185.1532614694556
April,19,Lawyer,14171.23,1066.9358333333332,8,10,20,2,"Student Loan, and Auto Loan",21,19.0,11.27,,Standard,2406.66,28.56376643945435,94.0,Yes,19.479129766450587,72.91213259651451,Low_spent_Medium_value_payments,294.3023209703682
August,25,Teacher,23522.97,2010.2475,3,7,7,1,Debt Consolidation Loan,30,14.0,3.81,1.0,_,1478.07,39.46619882328629,263.0,NM,18.66644511045555,81.32874243444105,High_spent_Medium_value_payments,351.0295624551036
May,15,Engineer,34471.16,2682.596666666667,8,6,13,2,"Credit-Builder Loan, and Debt Consolidation Loan",22,13.0,17.84,6.0,Standard,561.18,34.0779916640579,,Yes,36.5855343153719,244.24613561639185,Low_spent_Medium_value_payments,267.427996734903
January,27,Entrepreneur,14817.665,,1522,5,7,2,"Credit-Builder Loan, and Not Specified",23,5.0,1.29,2.0,Good,1150.18,35.05255461207205,290.0,No,13.269100478525358,157.43237192097402,Low_spent_Small_value_payments,254.4790692671673
June,24,Accountant,92949.78,7774.815,0,5,10,4,"Home Equity Loan, Auto Loan, Home Equity Loan, and Debt Consolidation Loan",12,9.0,11.88,3.0,_,1037.46,39.0312216054222,302.0,No,197.3048886419928,309.06093534684743,High_spent_Medium_value_payments,521.1156760111598
January,41,Accountant,61796.92,5318.743333333333,9,9,28,9,"Auto Loan, Not Specified, Home Equity Loan, Credit-Builder Loan, Credit-Builder Loan, Debt Consolidation Loan, Payday Loan, Auto Loan, and Personal Loan",24,,27.46,10.0,Bad,3133.49,28.91763666528916,133.0,Yes,334.4616622240094,10000.0,High_spent_Small_value_payments,176.59404291940362
July,33,_______,44390.76,3586.23,4,6,12,6,"Auto Loan, Auto Loan, Payday Loan, Student Loan, Payday Loan, and Not Specified",21,13.0,15.01,7.0,Standard,24.73,25.81427701796248,212.0,Yes,153.72431867540476,45.73995043392755,High_spent_Medium_value_payments,409.1587308906677
August,33,Musician,89122.8,7141.9000000000015,7,3,12,1,Home Equity Loan,31,14.0,8.06,1.0,Standard,331.53,35.686828886669595,316.0,No,57.75937541310339,,High_spent_Large_value_payments,715.0170586233578
July,54,Scientist,781808.0,5593.536666666668,1,3,11,1,Credit-Builder Loan,5,2.0,6.34,2.0,Good,306.98,31.80615033537095,397.0,No,33.10606029004169,182.0188521822101,Low_spent_Medium_value_payments,624.2287541944149
January,37,Architect,19718.92,1676.243333333333,10,9,19,6,"Student Loan, Not Specified, Home Equity Loan, Debt Consolidation Loan, Not Specified, and Personal Loan",27,11.0,12.92,12.0,Standard,2057.56,34.547402249748615,194.0,NM,64.06643998680468,29.762497040495905,High_spent_Large_value_payments,313.79539630603267
February,30,Scientist,135200.12,11437.676666666664,3,5,1,0,,17,8.0,2.78,2.0,Good,861.39,41.41620367667735,252.0,No,0.0,245.72582068620133,High_spent_Large_value_payments,1138.0418459804653
July,40,Journalist,31439.74,2227.860407994725,9,9,25,5,"Auto Loan, Credit-Builder Loan, Mortgage Loan, Debt Consolidation Loan, and Debt Consolidation Loan",23,22.0,7.25,9.0,Bad,4207.63,37.664230356108064,80.0,NM,318.68439044372536,58.62988914659593,High_spent_Medium_value_payments,321.1014790816205
July,30,Media_Manager,28274.17,2087.1808333333333,0,7,1,1,Credit-Builder Loan,30,8.0,1.7699999999999996,7.0,Good,1486.2,27.50865220585325,364.0,No,12.211342826598983,154.23643600989826,Low_spent_Medium_value_payments,322.2703044968361
March,36,Writer,27476.99,2301.749166666667,7,4,20,4,"Not Specified, Mortgage Loan, Home Equity Loan, and Credit-Builder Loan",11,13.0,7.800000000000002,5.0,Standard,566.21,33.32914660463606,268.0,Yes,73.4785381922064,136.52181312660795,Low_spent_Small_value_payments,310.1745653478523
March,20,Mechanic,20638.155,1815.84625,2,5,4,0,,23,0.0,3.16,2.0,Good,1348.17,33.987122326071294,327.0,No,0.0,46.66865447941368,High_spent_Small_value_payments,394.9159705205863
February,41,Engineer,7103.73,419.9775,8,7,15,5,"Payday Loan, Payday Loan, Debt Consolidation Loan, Home Equity Loan, and Home Equity Loan",57,18.0,17.05,9.0,Bad,4804.87,22.04595212561595,3.0,Yes,24.21577973465115,37.99792730611615,Low_spent_Small_value_payments,269.7840429592327
May,29,Writer,34898.52,2923.21,3,5,15,6,"Auto Loan, Personal Loan, Student Loan, Auto Loan, Personal Loan, and Not Specified",16,16.0,10.83,4.0,Standard,1552.71,34.493440821424386,176.0,Yes,91.84864713238971,171.78331175624226,!@9#%8,288.68904111136806
August,37,Engineer,82240.98,6116.362097930655,3,5,3,1,Home Equity Loan,9,3.0,10.9,5.0,Good,624.62,42.09342009580063,302.0,No,928.2537831419372,150.2108652256979,High_spent_Large_value_payments,731.3297537017095
August,30,Doctor,47958.76,3756.563333333334,6,4,7,3,"Personal Loan, Mortgage Loan, and Payday Loan",30,9.0,9.3,3.0,Good,180.73,36.37788643428279,,No,93.07742991328792,84.99584832434685,High_spent_Medium_value_payments,447.58305509569857
June,54,Journalist,34547.54,2994.961666666666,6,6,5,1,Personal Loan,19,10.0,3.59,1.0,_,939.31,28.662666276645023,271.0,No,27.764710968035736,68.56765869108371,High_spent_Medium_value_payments,453.1637970075472
May,18,Journalist,86015.16,6997.93,4,5,3,3,"Mortgage Loan, Home Equity Loan, and Debt Consolidation Loan",8,3.0,,2.0,Good,1283.47,24.725931648059344,335.0,No,119.12900402531444,528.7459920603213,Low_spent_Medium_value_payments,331.9180039143644
March,42,Developer,163978.4,13830.866666666669,2,2,7,1,Student Loan,9,1.0,2.94,1.0,Good,789.36,37.83606368199175,217.0,NM,121.3960256528038,1611.2779387998153,Low_spent_Small_value_payments,
June,42,Musician,90438.88,7440.573333333334,8,6,10,3,"Payday Loan, Debt Consolidation Loan, and Student Loan",15,1018.0,11.89,0.0,Standard,898.09,40.02383828895313,398.0,Yes,176.2534284275713,245.78142247657595,High_spent_Medium_value_payments,572.0224824291862
May,40,Media_Manager,15005.31,1334.4425,4,4,20,7,"Debt Consolidation Loan, Debt Consolidation Loan, Not Specified, Not Specified, Credit-Builder Loan, Payday Loan, and Not Specified",16,13.0,17.98,9.0,_,1101.54,29.087271890169525,129.0,Yes,66.83655664676195,64.08981724475603,Low_spent_Medium_value_payments,282.517876108482
January,19,Writer,38714.36,3222.1966666666667,6,8,25,6,"Student Loan, Payday Loan, Student Loan, Credit-Builder Loan, Debt Consolidation Loan, and Student Loan",22,15.0,6.58,7.0,Bad,3370.74,40.195215333822176,70.0,Yes,105.58040997001363,286.5180365505409,Low_spent_Large_value_payments,200.1212201461121
July,27,Media_Manager,43820.67,3658.7225,1,2,11,0,,15,,2.37,4.0,Good,1301.41,37.67590690180188,319.0,No,0.0,81.55682834736548,High_spent_Large_value_payments,524.3154216526345
August,21,Writer,63861.36,5487.78,4,6,12,4,"Personal Loan, Credit-Builder Loan, Debt Consolidation Loan, and Payday Loan",13,2.0,3.91,1.0,Good,1071.97,37.68975372370928,275.0,No,150.25910536965495,102.82240880280185,High_spent_Large_value_payments,535.6964858275431
July,24,Teacher,19896.89,1434.0741666666663,5,4,20,4,"Debt Consolidation Loan, Personal Loan, Mortgage Loan, and Mortgage Loan",1,19.0,12.08,,Standard,2235.81,40.886762225744846,171.0,NM,35.26800169017872,26.380718131063013,High_spent_Small_value_payments,341.75869684542494
May,27,Developer,14785.12,1365.0933333333337,6,9,17,5,"Not Specified, Payday Loan, Credit-Builder Loan, Home Equity Loan, and Payday Loan",56,23.0,22.41,17.0,_,4780.8,25.151394394950074,,Yes,43.96605324641933,108.59857676826988,Low_spent_Small_value_payments,273.9447033186442
May,22,Musician,31795.08,2320.5947110633765,10,5,23,7,"Payday Loan, Auto Loan, Payday Loan, Not Specified, Not Specified, Student Loan, and Not Specified",33,16.0,,11.0,_,2053.98,27.87506270869189,98.0,Yes,360.7688775599901,10000.0,Low_spent_Small_value_payments,178.72381608290286
May,18,Teacher,18399.84,1609.32,610,9,16,6,"Payday Loan, Not Specified, Not Specified, Student Loan, Mortgage Loan, and Student Loan",58,17.0,24.23,11.0,Bad,4936.34,27.146527267596888,107.0,Yes,70.96507297505953,104.2435110158976,Low_spent_Small_value_payments,275.72341600904286
August,54,Scientist,21834.105,2071.50875,4,5,11,1,Credit-Builder Loan,8,12.0,10.4,5.0,Good,1215.84,35.80986599399993,299.0,No,16.922557269222168,189.87260232912567,Low_spent_Small_value_payments,290.35571540165216
April,14,Entrepreneur,34627.86,2748.655,8,8,19,3,"Mortgage Loan, Credit-Builder Loan, and Credit-Builder Loan",16,13.0,10.17,11.0,Standard,2538.81,29.182942622725047,97.0,Yes,81.83340589230718,194.30779360827967,Low_spent_Small_value_payments,288.7243004994132
May,41,Mechanic,54219.54,4251.295,9,5,19,2,"Payday Loan, and Mortgage Loan",49,19.0,3.89,12.0,_,2040.33,31.72663326816575,86.0,Yes,54.15780393920905,52.82529966546829,High_spent_Medium_value_payments,568.1463963953228
August,35,Developer,18419.57,1243.9641666666666,4,4,10,1,Auto Loan,14,7.0,9.08,1.0,_,699.06,28.6119121317209,305.0,NM,9.803353349475836,129.35825071333434,Low_spent_Small_value_payments,275.2348126038565
January,37,Scientist,28518.76,2290.563333333333,6,10,15,5,"Mortgage Loan, Student Loan, Auto Loan, Credit-Builder Loan, and Personal Loan",30,24.0,19.97,6.0,_,4289.78,31.18583727576525,160.0,NM,88.12057456338837,10000.0,High_spent_Medium_value_payments,341.6526813896312
March,21,Developer,29041.4,2646.116666666667,3,5,3,2,"Student Loan, and Payday Loan",4,0.0,8.58,1.0,Good,1029.86,30.84394903596397,379.0,NM,37.02349818181048,117.2816150246314,Low_spent_Large_value_payments,380.3065534602249
July,48,Media_Manager,17880.045,1580.00375,8,5,2,4,"Personal Loan, Student Loan, Payday Loan, and Home Equity Loan",5,16.0,6.61,8.0,_,157.85,28.295826259160272,239.0,No,35.339358346605714,133.08685727567064,!@9#%8,269.5741593777236
August,29,_______,97168.2,8002.350000000001,7,6,8,-100,"Personal Loan, and Student Loan",25,17.0,8.54,4.0,Standard,1226.83,42.390626156278,194.0,Yes,95.99393136582697,,High_spent_Large_value_payments,801.6267734238696
July,39,Scientist,31372.54,2741.3783333333336,8,6,28,-100,"Auto Loan, Debt Consolidation Loan, Student Loan, Student Loan, Payday Loan, Credit-Builder Loan, and Auto Loan",23,13.0,18.82,11.0,_,3231.08,32.94454428224887,28.0,Yes,121.95980107471676,273.8186169414191,Low_spent_Small_value_payments,168.35941531719754
June,43,Writer,68213.38,5957.448333333334,7,5,10,3,"Auto Loan, Credit-Builder Loan, and Home Equity Loan",24,19.0,7.82,5.0,Standard,769.47,27.095110591422788,345.0,No,64700.0,50.851213406065256,High_spent_Large_value_payments,643.4131146043907
June,18,_______,73378.32,5832.8600000000015,7,8,26,5,"Payday Loan, Debt Consolidation Loan, Not Specified, Debt Consolidation Loan, and Mortgage Loan",20,20.0,9.76,8.0,_,2075.82,27.098241357072503,,NM,187.07294989609144,43.03132021282194,High_spent_Large_value_payments,593.1817298910868
March,43,Writer,34774.65,2925.8875000000007,6,4,17,5,"Auto Loan, Payday Loan, Auto Loan, Debt Consolidation Loan, and Personal Loan",16,13.0,8.02,4.0,Standard,887.48,35.94627676547865,183.0,Yes,78.40872555302127,198.55464618264253,High_spent_Small_value_payments,275.6253782643363
May,38,Doctor,22387.125,1677.59375,4,3,5630,0,,4,2.0,3.93,1.0,Good,1389.37,35.43294343870652,321.0,No,0.0,32.81711167156316,High_spent_Small_value_payments,394.94226332843687
January,41,Journalist,8609.79,511.4825000000001,8,8,28,6,"Home Equity Loan, Mortgage Loan, Auto Loan, Home Equity Loan, Student Loan, and Payday Loan",16,23.0,24.1,7.0,Bad,3688.7,29.84268777720468,75.0,Yes,34.83110684041458,65.65642454935772,Low_spent_Small_value_payments,240.6607186102277
February,18,Developer,42803.10000000001,3628.925000000001,5,7,22,4,"Personal Loan, Debt Consolidation Loan, Personal Loan, and Home Equity Loan",27,20.0,18.93,11.0,Standard,2394.23,34.02485797923964,208.0,Yes,45529.0,70.51883094949946,High_spent_Medium_value_payments,468.58588965854005
February,28,Mechanic,142177.84,11947.153333333335,5,1,12,3,"Auto Loan, Student Loan, and Home Equity Loan",12,8.0,2.41,2.0,Good,483.13,38.59121486684997,206.0,No,322.87607996147136,198.2469150180743,High_spent_Large_value_payments,913.5923383537876
March,40,Scientist,20078.47,,242,10,31,8,"Student Loan, Auto Loan, Home Equity Loan, Credit-Builder Loan, Auto Loan, Credit-Builder Loan, Debt Consolidation Loan, and Personal Loan",45,20.0,22.27,12.0,_,4545.35,23.54371979782155,161.0,Yes,120.33401013490304,98.12359383392284,Low_spent_Small_value_payments,216.26297936450743
July,23,Mechanic,9807.79,1071.3158333333336,10,9,16,9,"Auto Loan, Debt Consolidation Loan, Personal Loan, Credit-Builder Loan, Debt Consolidation Loan, Student Loan, Student Loan, Credit-Builder Loan, and Personal Loan",17,24.0,0.9400000000000004,10.0,Bad,2138.8,34.62990548715763,194.0,Yes,65.11735345202348,33.459340462886004,High_spent_Small_value_payments,268.5548894184239
March,49,Entrepreneur,44955.64,,4,6,20,0,,24,10.0,17.2,4.0,_,766.63,39.10562426614037,202.0,Yes,0.0,44.02785508583926,High_spent_Medium_value_payments,593.8024782474939
January,44,Developer,111755.6,9488.966666666667,3,7,14,2,"Student Loan, and Mortgage Loan",17,11.0,13.79,0.0,Standard,407.8,30.31934433953673,249.0,Yes,126.70424032970853,369.25640837652486,Low_spent_Medium_value_payments,732.9360179604332
January,36,Musician,18350.255,1399.187916666667,1124,6,19,-100,"Not Specified, Personal Loan, Auto Loan, Personal Loan, and Mortgage Loan",27,18.0,7.75,5.0,Standard,505.97,32.8582807879592,123.0,Yes,58.17802473224032,41.54862460575944,!@9#%8,300.19214232866693
February,44,Architect,35618.39,3174.1991666666668,4,4,19,7,"Personal Loan, Personal Loan, Home Equity Loan, Credit-Builder Loan, Mortgage Loan, Student Loan, and Mortgage Loan",7,16.0,9.89,4.0,_,1320.37,28.53611016238217,128.0,NM,163.20242698666175,131.23402000755314,Low_spent_Medium_value_payments,302.9834696724518
May,33,Journalist,77885.6,6525.466666666667,10,5,20,6,"Personal Loan, Auto Loan, Mortgage Loan, Student Loan, Personal Loan, and Home Equity Loan",24,17.0,9.77,11.0,Bad,1290.19,36.101683993206265,235.0,NM,310.2510026888887,93.77329849221049,High_spent_Large_value_payments,488.5223654855676
July,35,Scientist,38631.06,3046.255,5,1109,9,0,,27,16.0,11.75,4.0,Standard,1168.71,30.699611178048954,,No,0.0,347.6390307292885,Low_spent_Small_value_payments,246.98646927071144
April,19,Developer,28665.76,,7,3,5,1,Debt Consolidation Loan,16,11.0,4.32,0.0,Standard,1237.46,33.37386506332828,294.0,No,22.68817757992469,80.25709666066416,High_spent_Medium_value_payments,405.3360590927445
July,51,Entrepreneur,31151.46,2479.955,0,3,9,3,"Payday Loan, Personal Loan, and Payday Loan",7,6.0,10.47,5.0,Good,62.17,36.91890320915348,193.0,No,18485.0,49.68275591647074,High_spent_Small_value_payments,415.8178914410039
August,39,Mechanic,9126.455,490.53791666666666,10,7,33,5,"Auto Loan, Personal Loan, Auto Loan, Home Equity Loan, and Home Equity Loan",38,21.0,28.57,12.0,_,4997.05,34.849122721082985,116.0,Yes,33.01629307281043,50.28345859080932,Low_spent_Medium_value_payments,245.75404000304687
June,32,Accountant,134038.64,10878.886666666667,6,3,18,2,"Payday Loan, and Credit-Builder Loan",23,20.0,7.99,6.0,Standard,1031.51,35.221238618058074,217.0,Yes,187.9711116102856,223.2800711471547,High_spent_Large_value_payments,916.6374839092264
July,51,Architect,12221.185,853.4320833333333,3,5,18,1,Credit-Builder Loan,29,9.0,18.2,5.0,Standard,1155.33,39.715905529567,391.0,Yes,6.29857321686096,74.48103976736607,Low_spent_Small_value_payments,294.5635953491063
